Граф Монте-Кристо. В 2-х томах,Дюма А.,"?Неоднократно экранизированную историю молодого моряка Эдмона Дантеса, заточенного по подлому навету в зловещий замок Иф, совершившего оттуда дерзкий побег, ставшего обладателем несметных богатств острова Монте-Кристо и положившего жизнь на то, чтобы изощренно отомстить обидчикам, знают все — однако нам по-прежнему доставляет удовольствие возвращаться к ней, снова и снова переживая все ее увлекательные перипетии.",3 600 тг,5,АСТ,2017 г.,9785171037277,768,Мягкий,40 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5110076_1444457.jpeg
Граф Монте-Кристо. В 2-х томах,Дюма А.,"В Париже появляется загадочный граф Монте-Кристо. Он сорит деньгами и имеет странную власть над людьми. Одни говорят, что он знатный сицилиец или мальтийский вельможа, другие - что граф богат, как золотая жила и ему подчиняются не только банки и биржи, но даже каторга и Дворец правосудия. Так кто же он на самом деле? И какие тайные цели преследует?",6 500 тг,5,Вече,2018 г.,9785448406256,Твердый,20 мм,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5127451_1459943.jpeg
Графиня де Монсоро. В 2-х томах,Дюма А.,"1578 год, Франция. Закат династии Валуа - эпоха сумасбродства и вероломства. Придворный шут Шико и его венценосный хозяин Генрих III то и дело меняются шапками (и надо сказать, не без пользы). Головы легко теряют и срубают, их даже носят для удобства на огромных тарелках-воротниках. Любой светлый праздник может завершиться бодрой идеей - затравить очередного кабанчика. Именно так и случилось на свадьбе одного из королевских фаворитов. Только вместо зверя выбран человек - граф Бюсси д'Амбуаз. Красавец и наглец, каких свет не видывал. И что с того, что граф - один из лучших фехтовальщиков в стране? Принцип ""четверо на одного"" еще никто не отменял.В очередной том иллюстрированного собрания сочинений Александра Дюма входит первая часть знаменитого романа плаща и шпаги ""Графиня де Монсоро"". Книги, дающей удивительную возможность - соприкоснуться с бессмертием, умирая от любви, восторга и смеха.",4 800 тг,5,Вече,2017 г.,9785444459812,480,Твердый,30 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5114447_1447571.jpeg
Графиня де Шарни. В 2-х томах,Дюма А.,"6 октября 1789 года. В кабачке у Севрского моста встречаются два незнакомца. У одного зубы белые, у другого - гнилые. Сели за стол, распили бутылочку, завязался разговор. Оказалось - люди схожих профессий, мастера из мастеров. Разница во взглядах у них совсем небольшая. Один жалеет, что Людовик XVI родился на свет королем, а другой - что король вообще родился. И все назойливее становится шепот возле уха Людовика: ""Париж опасен, смертельно опасен, нужно бежать! Бежать!"".В очередной том иллюстрированного собрания сочинений Александра Дюма входит первая часть романа ""Графиня де Шарни"", продолжающего драматическую историю Анжа Питу и завершающего блистательную сагу о Калиостро ""Записки врача"".",4 900 тг,5,Вече,2018 г.,9785444459942,736,Твердый,38 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5119741_1452557.jpeg
Графиня Калиостро,Леблан М.,"Соблазнительная красавица, дочь легендарного графа Калиостро, владеющая многими секретами своего предка, просто одержима страстью к разного рода авантюрам. В погоне за приключениями к ней примыкает гениальный аферист, джентельмен-грабитель Арсен Люпен. И все было бы хорошо, если бы не его роковая любовь к графине...",1 700 тг,0,Олма Медиа Групп,2010 г.,9785373019668,384,166 мм x 112 мм,18 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5046149_1391688.jpeg
Графиня Козель,Крашевский Ю. ,"Графиня Козель, став фавориткой польского короля Августа II, задумывается о своей дальнейшей судьбе. Сама она считает, что чувства ее нельзя купить ни за горсть, ни за гору бриллиантов. Но сможет ли она устоять, глядя на блеск короны, и не рискнуть всем?..О судьбе политической авантюристки Анны Констанции фон Козель ярко и увлекательно рассказано в одном из лучших романов классика польской литературы Юзефа Крашевского, перевод которого в 1876 году выполнил великий русский писатель Николай Семенович Лесков, указав при первой публикации себя в качестве редактора.",2 300 тг,0,Вече,2017 г.,9785444460443,320,Твердый,200 мм x 130 мм,325 г.,http://www.bookcity.kz/content/images/thumbs/5110691_1442009.jpeg
Графиня Козель,Крашевский Ю. ,"Роман ""Графиня Козель"", представленный в данном томе, переносит читателей в XVIII век, в годы Северной войны, когда польской короной владел блистательный курфюст Саксонский Август II прозванный современниками Сильным. Превосходный знаток ""саксонской эпохи"", Крашевский сумел передать ее колорит с исторической достоверностью. В центре романа непростая и романтическая судьба графини Анны Гойм (Козель).",2 000 тг,1,Мир книги,2010 г.,9785486034053,320,200 мм x 130 мм,17 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5023024_1346651.jpeg
Гудзонов залив. Молодые охотники,Рид Т.М.,"После битвы под Ватерлоо корсиканец Ланди, полковник наполеоновской армии, переселился за океан и всецело посвятил себя науке и воспитанию детей. Жизнь в семье эмигранта-натуралиста текла относительно спокойно, пока не пришло письмо от племянника опального императора. Самому Ланди выполнить просьбу принца Бонапарта оказалось не под силу. Но трое сыновей старого ветерана готовы сделать все возможное и невозможное, дабы поддержать отца. Им предстоит путь через дикие земли, где полсотни воинственных индейских племен промышляют охотой, убивая белых, словно бешеных собак и ядовитых пауков... В очередной том Майн Рида входит авантюрно-познавательная дилогия о скитаниях братьев Ланди в дебрях Северо-Американского континента - ""Молодые охотники"" и ""Гудзонов залив"".",2 200 тг,3,Вече,2017 г.,9785444450932,416,Твердый,200 мм x 130 мм,360 г.,http://www.bookcity.kz/content/images/thumbs/5110928_1440347.jpeg
Далекий край,Задорнов Н.П.,"Свой знаменитый цикл из четырех романов о капитане-первопроходце Геннадии Невельском известный сибирский писатель Николай Задорнов создавал более двадцати лет. Роман ""Далекий край"" состоит из двух повестей и рассказывает о нелегкой и полной опасностей жизни аборигенов Приамурья. Миролюбивые гиляки и самары, охотники и рыболовы, вынуждены постоянно отстаивать свою свободу от посягательств со стороны жестоких и алчных соседей - маньчжуров и китайцев. А тут еще новая беда - иезуиты-миссионеры, пытающиеся навязать таежникам чуждые и непонятные законы и порядки. И наверное, не отбиться бы одним приамурцам от многочисленных врагов, да пришли им на выручку лоча - русские казаки и переселенцы…",2 900 тг,4,Вече,2018 г.,9785448403125,320,Твердый,23 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5119739_1452555.jpeg
Даль сибирская,Шелехов В.,"Василий Шелехов (Василий Владимирович Гинкулов), известный сибирский прозаик и публицист. Он, как никто, знает и любит природу Приленья, Приангарья и Прибайкалья. И потому главная тема его творчества - тайга, ее необъятные просторы и богатства. Книга ""Даль сибирская"" - это насыщенная красками, временем и судьбами картина жизни Восточной Сибири. В повести ""Ленские плёсы"" автор предлагает вместе с героями пройти по ягодным борам и грибным урочищам, раскинувшимся на берегах могучей северной реки, где жители с детства постигают законы тяжелой таежной жизни. В повести ""В детдоме"" рассказана пронзительная, но добрая история семьи учителей, бежавших от голода из разоренной войной России в Якутию. В повести ""Недоразумение"" показаны события начала 1930-х годов - раскулачивание, ""раскрестьянивание"" крестьян и неумелые попытки генсека Хрущева поднять сельское хозяйство в послевоенной, послесталинской России. А ""Нечаянность"" - замечательная светлая история любви молодого парня и спасенной им...",2 000 тг,0,Вече,2015 г.,9785444413265,368,Твердый,215 мм x 145 мм,350 г.,http://www.bookcity.kz/content/images/thumbs/5081975_1420680.jpeg
Два Генриха,Москалев В.В.,"Середина XI века, Европа у рубежей Высокого Средневековья. Одна крайность порождает другую: засухи сменяются наводнениями, голод повышает рождаемость, молитвы о грехах даруют прощение, но долгожданный урожай приводит к обжорству и пресыщению. Лихорадит все и вся, вплоть до престола апостола Петра в Риме. На троне сразу трое пап. Даже четверо: один - антипапа. Дабы навести порядок в окрестных землях своей вотчины, германский король Генрих III Черный выступает в итальянский поход. Но не один он мечтает о заветном ключе к мировому господству. У его тезки, французского короля из рода Капетингов, тоже есть свой, не столь прямолинейный, план на этот счет.Странствующие рыцари, монахи, императоры, крестьяне и шуты - герои нового романа Владимира Москалева - расскажут о своей жизни, полной страстей, радостей и разочарований на пороге эпохи Крестовых походов.",2 400 тг,0,Вече,2017 г.,9785444456002,480,Твердый,200 мм x 130 мм,435 г.,http://www.bookcity.kz/content/images/thumbs/5110677_1442017.jpeg
Двадцать тысяч лье под водой,Верн Ж.,"Жюль Верн, замечательный писатель, изобретатель научно-фантастического романа, - один из самых читаемых французских авторов в мире. С самого детства нас сопровождают его необыкновенные произведения: ""Вокруг света в восемьдесят дней"", ""Пятнадцатилетний капитан"", ""Таинственный остров"", ""Дети капитана Гранта"". В настоящем издании представлен один из самых увлекательных романов Жюля Верна ""Двадцать тысяч лье под водой"". Профессор биологии Пьер Ароннакс и гарпунер Нед Ленд отправляются на поиски странной рыбы, замеченной мореплавателями в разных частях света. Вскоре, однако, герои попадают в плен на борт ""Наутилуса"" к таинственному капитану Немо...",1 500 тг,5,Азбука-Аттикус,2015 г.,978538905186707,480,Твердый,200 мм x 130 мм,364 г.,http://www.bookcity.kz/content/images/thumbs/5060255_1400935.jpeg
Двадцать тысяч лье под водой,Верн Ж.,"Знаменитый роман Жюля Верна о капитане Немо, который является выдающимся образцом жанра классической научной фантастики. Повествование о придуманном капитане Немо и подводной лодке ""Наутилусе"" ведется от лица пассажира, профессора Пьера Аронакса, случайным образом оказавшегося на подводном корабле. Роман является жемчужиной научной фантастики, которая дала мощный толчок к развитию науки.",4 600 тг,5,СВР-Медиапроекты,2015 г.,9785905667473,448,Твердый,215 мм x 145 мм,550 г.,http://www.bookcity.kz/content/images/thumbs/5064666_1404689.jpeg
Неизвестно,Неизвестно,Неизвестно,Неизвестно,Неизвестно,Неизвестно,Неизвестно,Неизвестно,Неизвестно,Неизвестно,Неизвестно,Неизвестно,Неизвестно
Две Дианы,Дюма А.,"Франция, XVI век. Эпоха страстей и славы, мятежей и рыцарских турниров, темных тайн и дворцовых интриг... В один узел сплелись судьбы двух прекрасных, но таких не похожих женщин. Две Дианы. Коварная Диана де Пуатье, красавица, очаровавшая двух королей. И юная Диана де Кастро, светлый ангел, в чьих жилах течет королевская кровь... В издание также вошли ""Приключения капитана Мариона"", ""Юнона"" и ""Кент"".",3 000 тг,2,Клуб Семейного Досуга,2016 г.,9789661493079,560,Твердый,200 мм x 130 мм,330 г.,http://www.bookcity.kz/content/images/thumbs/5084306_1423283.jpeg
Две Дианы,Дюма А.,"Франция, май 1551 года. Габриэль - сирота. Так утверждает его кормилица, но так ли на самом деле? Достигнув совершеннолетия и получив право носить шпагу, юноша получает ответ и на главный вопрос - кем были его родители. Открытие не стало большой неожиданностью для смышленого нормандца, выросшего под сенью графского замка в деревушке Монтгомери. Но судьба его отца так и осталась тайной. Однажды граф Монтгомери вышел из дома, да так и не вернулся обратно. Исчез. Друзья, родственники, даже сам король Франции предпринимали всяческие розыски. Вей тщетно. Похоже, граф пал жертвой какого-то предательства, и, похоже, враги его были очень ловки или очень влиятельны. Отныне долг Габриэля Монтгомери - отомстить за отца или спасти его. Но действовать нужно тайно. Роман Александра Дюма, как и все лучшие его книги, ярок, динамичен, густонаселен и насыщен историческими событиями - Генрих II, Диана де Пуатье, Екатерина Медичи, Мария Стюарт, герцог дс Гиз, Нострадамус, осада Сен-Кантсна,...",2 400 тг,3,Вече,2015 г.,9785444437704,608,Твердый,200 мм x 130 мм,425 г.,http://www.bookcity.kz/content/images/thumbs/5099918_1435395.jpeg
Две Дианы,Дюма А.,"Май 1551 года, Нормандия. Габриэль — сирота. Так утверждает его кормилица, но так ли это на самом деле? Достигнув совершеннолетия и получив право носить шпагу, юноша получает ответ и на главный вопрос: кем были его родители? Отныне долг Габриэля — найти отца или отомстить за него. Путь юноши лежит ко двору короля Франции. И действовать там надлежит тайно. В очередной том иллюстрированного собрания сочинений Александра Дюма входит знаменитый рыцарский роман ""Две Дианы"", на страницах которого читателей ждут грандиозные битвы, осады, турниры, заговоры и интриги с участием Генриха II, герцога де Гиза, Дианы де Пуатье, Екатерины Медичи, Марии Стюарт и Нострадамуса.",2 900 тг,5,Вече,2018 г.,9785448404795,576,Твердый,200 мм x 130 мм,450 г.,http://www.bookcity.kz/content/images/thumbs/5122527_1455267.jpeg
Две Дианы. Асканио. Учитель фехтования,Дюма А.,"В одном томе публикуются три знаменитых романа классика французской приключенческой литературы Александра Дюма - ""Две Дианы"", ""Асканио"" и ""Учитель фехтования"". .Издание проиллюстрировано 166 иллюстрациями известных французских художников - Г.Доре, Г.Жанэ, Ф.Регамея, В.Фулкье и других. .",9 000 тг,2,Альфа-книга,2018 г.,9785992226843,Твердый,46 мм,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5125902_1458408.jpeg
Две королевы,Гай Д.,"Жизнь Марии Стюарт была исполнена беспрецедентного драматизма и противоречий. Став королевой Шотландии в возрасте девяти месяцев, а королевой Франции — в шестнадцать лет, она взошла на престол, который принадлежал ей по праву рождения, в восемнадцать. Как глава одной из самых неспокойных стран Европы, раздираемой религиозным конфликтом и борьбой за власть, Мария вела за собой армии к победе и к поражению. она пережила убийство второго мужа и вышла замуж за того, кого называли его убийцей. В двадцать пять лет она оказалась в плену у другой королевы — Елизаветы Тюдор, подписавшей Марии после девятнадцатилетнего заточения смертный приговор. Прославленный историк и биограф Джон Гай изучает лабиринты заговоров, которые плели шотландские лорды, стремясь захватить власть, и усилия, которые прикладывали министры Елизаветы, чтобы исключить Марию из числа законных наследников английского престола. Он предлагает абсолютно новые интерпретации известной истории, на протяжении многих веков вдохновлявшей писателей, поэтов, композиторов, художников и режиссеров. Книга легла в основу снятого в 2018 году в Великобритании фильма с Сиршей Ронан в роли Марии и Марго Робби в роли Елизаветы.",5 600 тг,5,Азбука-Аттикус,2019 г.,9785389142893,Твердый,35 мм,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5128241_1460727.jpeg
Дворец райских наслаждений,Уильямс А.,Неизвестно,8 700 тг,1,Аркадия,2017 г.,9785906986122,Твердый,43 мм,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5115391_1448375.jpeg
Девятый,Кренёв П.Г.,"В поединках снайперов существует единственный вариант: один раз поднять винтовку, прицелиться за доли секунды в заранее определенное место и один раз выстрелить. Других вариантов у снайпера, который охотится на таких же, как он, профессионалов, не существует. Все это хорошо знает майор Николай Гайдамаков, вот только далеко не всегда жизнь позволяет предусмотреть последствия того или иного поступка... Помимо уже полюбившейся читателям повести ""Девятый"", печатающейся в новой редакции, в книгу включены и другие произведения автора, не понаслышке знакомого с особенностями воинской службы.",2 200 тг,0,Вече,2017 г.,9785444407691,320,Твердый,200 мм x 130 мм,270 г.,http://www.bookcity.kz/content/images/thumbs/5110720_1442170.jpeg
Дело вдовы Леруж,Габорио Э.,"В тихой деревушке под Буживалем произошло преступление. Из Парижа прибывают трое законников: следователь Дабюрон, шеф полиции Жевроль и его помощник Лекок - полицейский с туманным прошлым и далеко идущими планами. Несмотря на недовольство шефа, Лекок решает подключить к делу своего мудрого наставника папашу Табаре, по прозвищу Загоню-в-угол. Старый сыщик берет след, который заводит в страшный тупик его самого. В очередной том ""Мастеров приключений"" входит роман Эмиля Габорио ""Дело вдовы Леруж"" - первый настоящий французский детектив XIX века, захватывающая авантюрная шарада с элементами триллера.",2 900 тг,0,Вече,2018 г.,9785448406621,Твердый,41 мм,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5129350_1461807.jpeg
Деревенский бунт,Байбородин А.Г.,"Книги известного сибирского писателя Анатолия Байбородина выходили в Иркутске и в Москве, рассказы и повести печатались в периодике и в сборниках за пределами нашей страны. Читателю нетрудно заметить, что Анатолий Байбородин родом из деревни и воспитывался в стихии народного языка и быта. Он вырос в смешанной русско-бурятской деревне. И как люди в ней дружили и роднились, так роднились и языки. Тут не нарочитость, не приём, а вошедшее в плоть и кровь автора и его героев языковое бытование. Повести и рассказы писателя в основном о родной ему земле, и написаны они с сердечной любовью к землякам, к былому деревенскому укладу, к забайкальской лесостепной, речной и озёрной природе, с искренним переживанием о судьбе родной земли, родного народа.",2 900 тг,0,Вече,2017 г.,9785444461624,496,Твердый,215 мм x 145 мм,445 г.,http://www.bookcity.kz/content/images/thumbs/5118105_1451007.jpeg
Дерзкий рейд,Свиридов Г.И.,"В знаменитом романе известного мастера отечественной остросюжетной литературы Георгия Свиридова рассказывается о событиях бурного 1918 года, когда в окруженный фронтами Гражданской войны Советский Туркестан была послана помощь — снаряжена специальная военная экспедиция, которая везла боеприпасы, оружие и… золото. Об этом узнала английская разведка, которая заслала в экспедицию своего агента…",2 200 тг,2,Вече,2019 г.,9785448406775,Твердый,30 мм,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5129253_1461712.jpeg
Десять миллионов Красного Опоссума. Французы на Северном полюсе,Буссенар Л.,"Устав от мундиров и фраков, светской болтовни и свистков паровозов, компания отчаянных европейских авантюристов устремляется за свежими впечатлениями к антиподам - на другой край света. Охота на кенгуру сменяется борьбой с плотоядными хищниками всех видов и мастей, включая насекомых и даже растения. Но европейцы - люди крепкие, волевые. Тропическую лихорадку они одолеть смогут, а вот с золотой сложнее. Неожиданной целью экзотического вояжа становятся россыпи желтого песка, тайну которых знает только один человек - рыжий дикарь-каторжник.В новый том Луи Буссенара включены два ""очередных"" опасных путе­шествия - золотоносный рейд по Австралии ""Десять миллионов Красного Опоссума"" и суровая ледовая дуэль ""Французы на Северном полюсе"".",2 400 тг,0,Вече,2017 г.,9785444456750,416,Твердый,200 мм x 130 мм,375 г.,http://www.bookcity.kz/content/images/thumbs/5103889_1440324.jpeg
Дети капитана Гранта,Верн Ж.,"Жюль Верн, замечательный писатель, создатель научно-фантастического романа, - один из самых читаемых французских авторов в мире. С самого детства нас сопровождают его необыкновенные произведения: ""Вокруг света в восемьдесят дней"", ""Пятнадцатилетний капитан"", ""Таинственный остров"", ""Двадцать тысяч лье под водой"". В настоящем издании представлен один из лучших романов Жюль Верна ""Дети капитана Гранта"". Его герои совершают кругосветное путешествие через Южную Америку, Австралию и Новую Зеландию в поисках разгадки таинственного исчезновения капитана. Читателей ждут удивительные приключения и потрясающие открытия.",1 500 тг,5,Азбука-Аттикус,2015 г.,9785389050938,640,Твердый,200 мм x 130 мм,440 г.,http://www.bookcity.kz/content/images/thumbs/5065366_1405456.jpeg
Дети капитана Гранта,Верн Ж.,"Одному из лучших произведений Жюля Верна уже почти 150 лет! Однако захватывающее путешествие вокруг света вдоль тридцать седьмой параллели, предпринятое отчаянными смельчаками, отправив-шимися на поиски капитана Гранта, все так же увле¬кает читателей во всех уголках мира! Поддайтесь и вы вместе с героями этого романа воле волн трех непредсказуемых океанов. сразитесь с красными волками в пампах Южной Америки и, спасшись из когтей кондора, переждите наводнение на дереве, вокруг которого плавают голодные кроко¬дилы. преодолейте Австралийские Альпы и встреть-тесь лицом к лицу с шайкой коварных беглых каторж¬ников, желающих захватить ваш корабль. доберитесь до берега Новой Зеландии и постарайтесь ускользнуть из плена туземцев-людоедов, собирающихся позавтра¬кать вами поутру... И все это плечом к плечу с отважными друзьями лорда Гленарвана, в руки которого попало письмо ка¬питана Гранта с призывом о помощи!",5 600 тг,5,СВР-Медиапроекты,2014 г.,9785905667220,608,Твердый,215 мм x 145 мм,715 г.,http://www.bookcity.kz/content/images/thumbs/5050449_1393992.jpeg
Дети капитана Гранта,Верн Ж.,"?Одно из лучших произведений в истории приключенческой литературы. Неоднократно экранизированный увлекательный роман, вот уже полтора века одинаково любимый читателями всех возрастов во всех странах мира. Все началось с увеселительной прогулки лорда Гленарвана и его жены Элен на яхте ""Дункан"", во время которой им посчастливилось найти бутылку с полуразмытой запиской считавшегося погибшим капитана Гранта. Он жив, ему удалось доплыть до… и вот тут-то текст записки особенно испорчен. Разобрать можно лишь: ""37°11? южной широты"". Но где, на какой долготе, в каких морях искать отважного капитана?Лорд и леди Гленарван решают помочь детям капитана Гранта, Мери и Роберту, вновь обрести отца. Яхта ""Дункан"" отправляется в плавание, полное головокружительных и опасных приключений…",1 800 тг,5,АСТ,2018 г.,9785171063702,704,Мягкий,26 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5117103_1450022.jpeg
Джесс. Повесть из времен Бурской войны,Хаггард Г.Р.,"Чему быть, того не миновать. После четырнадцати лет службы в британской армии капитан Джон Нил решает уйти на покой и начать новую жизнь в качестве фермера в африканской глубинке. Но кто знает, что будет завтра?.. Тем более если ты рыцарь в душе, а судьба постоянно ставит тебя перед выбором между ""за"" и ""против"".В очередной том ""Мастеров приключений"" входит остросюжетный роман Г.Р. Хаггарда ""Джесс"", события которого развиваются на фоне жестокого конфликта, положившего начало Первой англо-бурской войны (1880-1881). При жизни писателя книга имела большой успех - была трижды экранизирована и публиковалась много раз (в своих мемуарах Хаггард упоминает о 27-м переиздании романа ""Джесс"").",2 200 тг,0,Вече,2017 г.,9785444412244,416,Твердый,200 мм x 130 мм,380 г.,http://www.bookcity.kz/content/images/thumbs/5118200_1451105.jpeg
Джон Лоу. Игрок в тени короны,Эйнсворт У.,"Май 1705 года. Франция на грани банкротства. Эпоха ""короля-солнца"" закатилась. Кутила и бонвиван Филипп Орлеанский, племянник Людовика XIV и регент при малолетнем Людовике XV, в перерывах между балами и альковными похождениями ищет выход из тяжелой ситуации. И выход найден. Шотландский финансист-чародей Джон Лоу представляет регенту революционную идею: заменить звонкую моне­ту на бумажные ассигнации. На первый взгляд - чистая авантюра, но Лоу - сын золотых дел мастера и банкира, он объехал полмира, общался с лучшими финансистами Европы. Его оригинальная ""система"" математически просчитана и доказана. Но можно ли доверять человеку, о котором поговаривают, что в прошлом он - ловкий картежник и опасный дуэлянт, бежавший из тюрьмы?Исторический роман знаменитого английского писателя Уильяма Гаррисона Эйнсворта рассказывает о взлетах и падениях Джона Лоу, блестящего джентльмена и царедворца, гениального реформатора и авантюриста.",2 300 тг,0,Вече,2017 г.,9785444450710,384,Твердый,200 мм x 130 мм,350 г.,http://www.bookcity.kz/content/images/thumbs/5110690_1442015.jpeg
Диверсант,Азольский А.А.,"Он прошел обучение у лучших инструкторов ГРУ. Он способен выживать и побеждать в самых безнадежных ситуациях. Он виртуозно владеет всеми видами оружия и рукопашного боя. Он пролил реки крови. Он полон ""благородной ярости"" и ""святой ненависти"" к врагу. Он пришел в Германию мстить и карать – ему есть за что. Он как молитву затвердил слова Ильи Эренбурга: ""Убей немца!"" Он умеет ненавидеть и убивать. Научится ли миловать и прощать? Превратится ли из беспощадного мстителя в русского солдата?..  Один из лучших романов о Великой Отечественной войне, безоговорочно признанный классикой жанра! Литературная основа знаменитого телесериала! Поразительная история превращения ""зеленого"" юнца в матерого диверсанта, хладнокровного истребителя немецко-фашистской нечисти.",3 500 тг,4,Эксмо,2018 г.,9785604090947,384,Твердый,180 мм x 110 мм,210 г.,http://www.bookcity.kz/content/images/thumbs/5124994_1457588.jpeg
Димитрий Самозванец,Булгарин Ф.В.,"Герой романа ""Димитрий Самозванец"", выходец из низов российского общества, объявил себя чудом спасшимся царевичем Дмитрием, последним сыном Ивана Грозного и наследником престола. Ему удалось привлечь на свою сторону высшее общество Польши, собрать войско, двинуться с ним на Москву и воссесть на российском престоле, хитрыми увещеваниями смутив умы русских людей, уставших от правления Бориса Годунова. Но насколько высок был его взлет, настолько низким оказалось и падение.Одним из приближенных Лжедимитрия был дальний предок русского писателя Фаддея Булгарина (настоящее имя - Ян Тадеуш Кшиштоф Булгарин), создавшего этот увлекательный роман.",2 100 тг,0,Комсомольская правда,2014 г.,4607071489268,592,Твердый,200 мм x 130 мм,430 г.,http://www.bookcity.kz/content/images/thumbs/5100342_1437077.jpeg
Дитя из слоновой кости. Древний Аллан. Аллан и Ледяные боги,Хаггард Г.Р.,"Бесстрашный охотник Аллан Квотермейн по прозвищу Макумазан, что означает «человек, который встает после полуночи», никогда не любил сырости и чопорности родной Англии, предпочитая жаркий пыльный простор африканского вельда его влекли неизведанные, полные опасностей земли Черного континента, где живут простодушные и жестокие, как все дети природы, люди, где бродят стада диких буйволов и рычат по ночам свирепые львы. Вот эта жизнь была по нраву Квотермейну — любимому герою замечательного писателя Генри Райдера Хаггарда, который посвятил отважному охотнику множество книг.Цикл приключений Аллана Квотермейна продолжают «Дитя из слоновой кости», «Древний Аллан», «Аллан и Ледяные боги: повесть об истоках», которые выходят в новых полных переводах, с сохранением примечаний английских издателей (конец XIX века). Книга иллюстрирована классическими рисунками Альберта Морроу и замечательной графикой Елены Шипицыной.",4 800 тг,3,Азбука-Аттикус,2017 г.,9785389106772,672,Твердый,30 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5109967_1442208.jpeg
