Большая засада,Амаду Ж.,"Один из поздних романов великого бразильца. Одно из лучших его произведений. Напряженный, увлекательный сюжет соседствует с изысканностью стиля, реализм - с мистическим реализмом, а жгучая чувственность - с философской глубиной. История маленькой деревушки в засушливых степях Бразилии, за которые плантаторы в начале XX века ведут кровавые войны. История бывшего бандита - сильного, отчаянного человека, рвущегося к богатству и власти. История великой страсти и измены, беспредельности людской хитрости и благородства, неистовства любви, ненависти и мести...",3 200 тг,1,АСТ,2015 г.,9785271416330,544,Твердый,200 мм x 130 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5008086_1328880.jpeg
Больше чем просто дом,Фицджеральд Ф.С.,"Первую книгу не издававшихся ранее на русском языке рассказов Фрэнсиса Скотта Фицджеральда ""Новые мелодии печальных оркестров"" издательство ""Азбука"" выпустило год назад. За ней последовали еще три столь же уникальные книги - ""Издержки хорошего воспитания"", ""Успешное покорение мира"" и ""Три часа между рейсами"". Все эти сборники открыли для российских читателей автора романов ""Великий Гэтсби"" и ""Ночь нежна"" еще и как виртуоза малой литературной формы. Его рассказы во всем англоязычном мире признаны эталонами этого жанра. Насладиться мастерством великого Фицджеральда-рассказчика в полной мере теперь можно и на русском языке. Книга БОЛЬШЕ ЧЕМ ПРОСТО ДОМ - пятый сборник рассказов Ф.С.Фицджеральда в эталонных переводах, впервые публикующихся на русском языке произведений признанного мастера тонкого психологизма.",2 900 тг,1,Азбука-Аттикус,2014 г.,9785389068865,448,Твердый,200 мм x 130 мм,410 г.,http://www.bookcity.kz/content/images/thumbs/5043672_1369346.jpeg
Большие надежды,Диккенс Ч.,"История Пипа – мальчишки из простой крестьянской семьи, который нежданно-негаданно получил возможность ""выбиться в люди"" и войти в лучшее лондонское общество, и Эстеллы, которую опекунша – полубезумная аристократка – сделала орудием своей мести, вырастив из нее роковую красавицу, разбивающую мужские сердца, завораживает читателя с первых же страниц, однако обрамляющие ее колоритные и яркие картины викторианского Лондона не уступают ей ни в остроумии, ни в обаянии.",1 700 тг,5,АСТ,2016 г.,9785170963348,608,Мягкий,165 мм x 120 мм,395 г.,http://www.bookcity.kz/content/images/thumbs/5089656_1427368.jpeg
Большие надежды. Сборник,Диккенс Ч.,"Деревенский мальчишка Пип рано теряет родителей, и его воспитывает деспотичная старшая сестра. Все кардинально меняется, когда Пип соглашается помочь сбежавшему каторжнику. Теперь жизнь Пипа - большие надежды и большие разочарования, любовь и презрение, богатство и новые знакомства… Но придется ли такая жизнь по нраву простому честному мальчишке? В книгу также вошли произведения ""Колокола"", ""Скряга Скрудж"".",4 500 тг,5,Клуб Семейного Досуга,2016 г.,9785991036405,672,Твердый,200 мм x 130 мм,670 г.,http://www.bookcity.kz/content/images/thumbs/5101939_1438469.jpeg
Большие пожары. Роман 25 писателей,Неизвестно,"В 1927 году в журнале ""Огонек"", возглавляемом Михаилом Кольцовым, начал печататься необыкновенный роман. Назывался он так: ""Большие пожары. Роман 25 писателей"". Авторов действительно было двадцать пять – ровно столько, сколько впоследствии получилось глав романа.  Идея принадлежала Михаилу Кольцову. Годом ранее он придумал создать коллективный приключенческий роман, написать который должны были лучшие современные писатели.",2 600 тг,1,"Книжный Клуб 36,6",2009 г.,9785986971377,320,Твердый,215 мм x 145 мм,450 г.,http://www.bookcity.kz/content/images/thumbs/5013465_1336929.jpeg
Большое собрание юмористических рассказов в одном томе,Чехов А.П.,"Знаменитый Антон Павлович Чехов первые шаги в русской литературе делал под псевдонимами Антоша Чехонте, ""Человек без селезенки"", Брат моего брата, как автор юмористических рассказов и фельетонов, которые издавали в юмористических московских журналах ""Будильник"", ""Зритель"" и др. и в петербургских юмористических еженедельниках ""Осколки"", ""Стрекоза"", а впоследствии вошли в первые книги начинающего автора. Именно первые сборники и книги А. Чехова - ""Шалость"", ""Сказки Мельпомены"", ""Пестрые рассказы"", а также рассказы, печатавшиеся в журналах ""Осколки"", ""Зеркало"" и др. - включены в эту книгу, раскрывающую юмористический талант признанного в мире писателя.Книга представляет наиболее полное собрание юмористических рассказов А.П. Чехова.",5 100 тг,4,Эксмо,2018 г.,9785040947768,840,Твердый,40 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5121042_1453847.jpeg
Бразилия,Апдайк Д.,"«Бразилия» — роман о любви, откровенной, жаркой и безудержной, в которой все кажется возможным. Случайная встреча нищего цветного мальчишки и безупречной дочери известного политика ведет к невероятным приключениям, настоящей одиссее страсти, растянувшейся на двадцать лет. «Бразилия» — своеобразный эротический миф двадцатого столетия, отражение легенды о Тристане и Изольде в кривом зеркале желаний, расцветающих, подобно экзотическому цветку, в самом сердце южно-американского континента.",3 400 тг,5,Азбука-Аттикус,2016 г.,978538909782701,288,Твердый,200 мм x 130 мм,350 г.,http://www.bookcity.kz/content/images/thumbs/5098886_1435258.jpeg
Братство,Голсуорси Д.                                                           ,"Новые времена - новые нравы... Пока профессор Сильванус Сгоун, представитель уходящей эпохи викторианской Англии, работает над трудом ""Книга братства"", в его доме кипят нешуточные страсти молодого поколения. Отношения между молодыми людьми, преисполненные то комизма, то подлинного драматизма, снова и снова нарушают непререкаемые представления добродушного профессора о любви, дружбе, чести и морали...",1 800 тг,1,АСТ,2012 г.,9785271390357,352,Твердый,200 мм x 130 мм,327 г.,http://www.bookcity.kz/content/images/thumbs/4932391_1347858.jpeg
Братья Карамазовы,Достоевский Ф.М.,"«Братья Карамазовы» (1879–1880), последний, самый объемный и один из наиболее известных романов Ф. М. Достоевского, обращают читателя к вневременным нравственно-философским вопросам о грехе, воздаянии, сострадании и милосердии. Книга, которую сам писатель определил как «роман о богохульстве и опровержении его», явилась попыткой «решить вопрос о человеке», «разгадать тайну» человека, что, по Достоевскому, означало «решить вопрос о Боге». Сквозь призму почти детективной истории о жестоком убийстве главы провинциальной семьи Карамазовых автор повествует об извечной борьбе Божественного и дьявольского в человеческой душе. Один из самых глубоких в мировой литературе опытов отражения христианского сознания, «Братья Карамазовы» стали в XX веке объектом парадоксальных философских и психоаналитических интерпретаций.",4 900 тг,3,Азбука-Аттикус,2019 г.,9785389155190,Твердый,40 мм,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5130302_1462689.jpeg
Братья Карамазовы,Достоевский Ф.М.,"""Братья Карамазовы"" (1880 г.) - последний роман Достоевского, вершина его творчества, в каком-то смысле главный труд всей его жизни и одно из величайших произведений в истории мировой литературы. Загадка, связанная со смертью и кражей, полная накала и страстей любовная история, разворачивающаяся на глазах читателя семейная драма, сложные психологические перипетии, множество вплетенных в основную канву других остросюжетных линий - все это вместилось в роман ""Братья Карамазовы"", главной проблематикой которого является вопрос о Боге и бессмертии души. А в центре повествования, как всегда у Достоевского, - человек, терзаемый сомнениями, раздираемый страстями, жаждущий любви, власти, денег, мечущийся от добра ко злу и от зла к добру, ищущий свой путь, свою веру, своего Бога. Роман лег в основу десятков экранизаций - отечественных и зарубежных - и все время становится предметом режиссерских экспериментов. Но, наверное, правы те, кто считает, что ни одна, даже самая талантливая,...",2 200 тг,5,АСТ,2015 г.,9785170926725,992,Мягкий,44 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5086227_1424989.jpeg
Братья Карамазовы,Достоевский Ф.М.,"""Братья Карамазовы"" — итог творчества писателя, самое сложное, многоуровневое и неоднозначное произведение Ф.М.Достоевского. В гениальном романе, полном страстей, страданий и любви, читатель, по словам H.A.Бердяева, познает ""Россию в ее прошлом, настоящем и будущем...""",2 800 тг,5,Мартин,2015 г.,9785847508728,784,Твердый,200 мм x 130 мм,665 г.,http://www.bookcity.kz/content/images/thumbs/5076065_1415326.jpeg
Братья Карамазовы,Достоевский Ф.М.,"Последний, самый объемный и один из наиболее известных романов Ф.М.Достоевского обращает читателя к вневременным нравственно-философским вопросам о грехе, воздаянии, сострадании и милосердии. Книга, которую сам писатель определил как ""роман о богохульстве и опровержении его"", явилась попыткой ""решить вопрос о человеке"", ""разгадать тайну"" человека, что, по Достоевскому, означало ""решить вопрос о Боге"". Сквозь призму истории провинциальной семьи Карамазовых автор повествует об извечной борьбе Божественного и дьявольского в человеческой душе. Один из самых глубоких в мировой литературе опытов отражения христианского сознания, БРАТЬЯ КАРАМАЗОВЫ стали в XX веке объектом парадоксальных философских и психоаналитических интерпретаций.",1 500 тг,5,Азбука-Аттикус,2014 г.,978538906657105,832,Твердый,200 мм x 130 мм,558 г.,http://www.bookcity.kz/content/images/thumbs/1989896_1325141.jpeg
Бремя страстей человеческих,Моэм У.С.,"Возможно, самый значительный роман Сомерсета Моэма. Гениальность, с которой писатель раскрывает темные и светлые стороны человеческой души, проявилась тут особенно отчетливо.  И именно в этой книге Моэм с удивительной даже для него искренностью обнажает душу собственную...",3 600 тг,2,АСТ,2014 г.,9785170626809,688,Твердый,206 мм x 134 мм,593 г.,http://www.bookcity.kz/content/images/thumbs/3000594_1386081.jpeg
Бронте Эмили и Энн. Малое собрание сочинений,"Бронте Э., Бронте А.","Сестры Бронте — совершенно уникальное явление английской литературы середины XIX века. Все они были весьма одарены, все трагически рано ушли из жизни… Писательниц роднит общность не только крови, но и жизненного опыта, поэтому их произведения проникнуты схожими мотивами, и интересно проследить, как по-разному они преломляются в авторской трактовке каждой из сестер. В настоящий том вошли произведения Эмили (1818–1848) и Энн (1820–1849) Бронте. Перу первой из них принадлежит роман «Грозовой перевал», признанный одним из наиболее ярких явлений англоязычной литературы XIX века. Энн Бронте более всего известна историей девушки-гувернантки, живущей в чужом враждебном семействе — «Агнес Грей». 
Творчеству их старшей сестры, Шарлотты Бронте, прославившейся романом «Джейн Эйр», посвящен отдельный том «Малого собрания сочинений».",3 000 тг,0,Азбука-Аттикус,2018 г.,9785389155077,Твердый,28 мм,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5125398_1457932.jpeg
Бубновый валет,Орлов В.В.,"""Бубновый валет"". Одно из лучших произведений в творчестве классика современной литературы Владимира Орлова. Роман, сочетающий острый сюжет и реалии нашей истории. Завораживающее читателя повествование о любви, загадках человеческой души и вечных ценностях.",1 600 тг,0,АСТ,2007 г.,9785170270088,608,Мягкий,165 мм x 107 мм,250 г.,http://www.bookcity.kz/content/images/thumbs/5020132_1340963.jpeg
Будденброки,Манн Т.,"?Жемчужина творческого наследия Томаса Манна.Едва ли не лучший роман в жанре ""семейной саги"" немецкоязычной прозы.История взлета и падения богатой и могущественной семьи Будденброк, на первый взгляд словно воплощающей в себе идеал германских добродетелей.История трех поколений представителей этого клана — от властного и безжалостного патриарха до его внуков, уже подверженных всем порокам и слабостям интеллектуалов.История любви и предательств, вражды и интриг, борьбы и зависти, исступленной страсти — и жгучей ненависти…",2 100 тг,2,АСТ,2018 г.,9785171050696,800,Мягкий,30 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5118618_1451505.jpeg
Будденброки,Манн Т.,"Жемчужина творческого наследия Томаса Манна. Едва ли не лучший роман в жанре «семейной саги» немецкоязычной прозы. История взлета и падения богатой и могущественной семьи Буден-брок, на первый взгляд словно воплощающей в себе идеал германских добродетелей. История трех поколений представителей этого клана — от властного и безжалостного патриарха до его внуков, уже подверженных всем порокам и слабостям интеллектуалов. История любви и предательств, вражды и интриг, борьбы и зависти, исступленной страсти — и жгучей ненависти…",3 600 тг,3,АСТ,2018 г.,9785171000639,704,Твердый,200 мм x 130 мм,505 г.,http://www.bookcity.kz/content/images/thumbs/5096582_1434600.jpeg
Булгаков М. Малое собрание сочинений,Булгаков М.А.,"Трудно назвать еще одного русского писателя, творчество которого было бы в такой же степени автобиографично, как у Михаила Булгакова - писателя сложной и горькой судьбы, пережившего потерю милой его сердцу прежней России, преодолевшего страшный недуг морфинизма, художника, противостоявшего революционной бесовщине и до конца дней вовлеченного в трагический конфликт с деспотическим строем. Булгаков - блестящий сатирик, чьими любимыми авторами с юных лет были Гоголь и Салтыков-Щедрин, драматург, познавший и громкую славу, и горечь несправедливых обвинений... Едва ли не на все его творчество распространяется формула Е.Замятина: ""фантастика, корнями врастающая в быт"". Мастер постановки нравственных проблем, заостренных до вселенского масштаба, Булгаков с самого начала поставил своей задачей писать увлекательно - чтобы было не только интересно читать, но и тянуло перечитывать...",4 300 тг,5,Азбука-Аттикус,2014 г.,978538901235602,832,Твердый,215 мм x 145 мм,825 г.,http://www.bookcity.kz/content/images/thumbs/5028781_1350541.jpeg
Бунин И.А. Малое собрание сочинений,Бунин И.А.,"И. А. Бунин в истории отечественной литературы занимает особое место. Подлинный мастер слова, первый русский нобелевский лауреат, создатель эталонной, ""парчовой"" прозы, по точному определению В. В. Набокова.  В настоящем издании собрана проза Бунина - рассказы и повести, роман ""Жизнь Арсеньева"", книга ""Темные аллеи"". Большинство этих произведений объединяет тема любви, столь значимая для писателя, который словно пытается разгадать секрет женского очарования, тайну любовной страсти. Проза Бунина - это восстановление мгновенного времени любви в вечном времени России, ее природы, ее застывшего в своем ушедшем великолепии прошлого.  Цикл ""Темные аллеи"" публикуется в авторской композиции 1946 года, включая новеллы, отсутствовашие в большинстве изданий советского времени (""Гость"", ""Барышня Клара"", ""Железная шерсть"").",3 900 тг,5,Азбука-Аттикус,2015 г.,9785389012264,800,Твердый,215 мм x 145 мм,740 г.,http://www.bookcity.kz/content/images/thumbs/4214592_1351988.jpeg
Бунтующий человек. Недоразумение,Камю А.,"?В эту книгу вошли два произведения Камю, совершенно разные по жанру, но в равной степени значимые как для его творчества, так и для французского экзистенциализма в целом.Что может объединять эссе, написанное на стыке литературоведения и философии, и пьесу, являющуюся современной трагедией рока? Одна из главных идей Камю, положенная им в основу его писательской и философской экзистенциалистской концепции, — идея бунта. Бунта, пусть трижды обреченного на неудачу, но побуждающего человека, который желает сам управлять своей судьбой, на борьбу против законов общества. Осмысленная жизнь, по Камю, невозможна без борьбы, как невозможна борьба без воли к свободе, снова и снова ставящей перед нами «проклятые» вопросы бытия.",2 200 тг,1,АСТ,2017 г.,9785170905317,448,Мягкий,30 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5112972_1446306.jpeg
Были и небыли. Господа волонтеры. В 2-х книгах,Васильев Б.Л.,"Действие романа ""Были и небыли"" происходит в семидесятые годы XIX века в России и на Балканах, где в то время шла освободительная война болгар и сербов против турецкого владычества. Сотни русских, охваченных патриотическим порывом, отправлялись на помощь братьям-славянам, чтобы плечом к плечу сражаться с захватчиками. Среди них - молодые дворяне Олексины, которым предстоит пройти через многие испытания...",4 700 тг,1,"Книжный Клуб 36,6",2009 г.,9785916310092,608,Твердый,215 мм x 145 мм,695 г.,http://www.bookcity.kz/content/images/thumbs/5042656_1365657.jpeg
Были и небыли. Книга I. Господа волонтеры,Васильев Б.Л.,"""Господа волонтеры"" - первая часть дилогии Бориса Васильева ""Были и небыли"", посвященной дворянскому роду Олексиных. На дворе семидесятые годы XIX века, в семье происходят тягостные события, а на Балканах идет освободительная война против турецкого ига. Молодые Олексины отправляются туда в числе сотен волонтеров.",3 600 тг,0,АСТ,2010 г.,9785170644773,672,Твердый,206 мм x 133 мм,603 г.,http://www.bookcity.kz/content/images/thumbs/5015904_1340562.jpeg
В круге первом,Солженицын А.И.,"Декабрь 1949 года. Кто-то сообщил в посольство США, что советская разведка намерена похитить документы, связанные с разработкой атомной бомбы. По приказу МГБ расшифровать запись должны в ""шарашке"" - секретном институте, где заключенные инженеры создают аппарат секретной телефонии. Эта работа - под личным контролем Сталина. Льву Рубину и Глебу Нержину поручают выяснить, кому принадлежит голос звонившего в посольство. Однако директор института требует, чтобы Глеб отложил свою работу и выполнял приказ партии и вождя. Перед Нержиным тяжелый выбор: работать на систему, которая противна его духу, либо покинуть сытную ""шарашку"" и отправиться в ГУЛАГ.",3 900 тг,1,Клуб Семейного Досуга,2015 г.,9785991031882,816,Твердый,40 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5084313_1423290.jpeg
В лучах мерцающей луны,Уортон Э.,"Впервые на русском - увлекательный, будто сотканный из интриг, подозрений, вины и страсти роман классика американской литературы, автора такого признанного шедевра, как ""Эпоха невинности"", удостоенного Пулицеровской премии и экранизированного Мартином Скорсезе. Сюзи Бранч и Ник Лэнсинг будто созданы друг для друга. Умные, красивые, с массой богатых и влиятельных друзей - но без гроша в кармане. И вот у Сюзи рождается смелый план: ""Почему бы им не пожениться принадлежать друг другу открыто и честно хотя бы короткое время и с ясным пониманием того, что, как только любому из них представится случай сделать лучшую партию, он или она будут немедленно освобождены от обязательств?"" А тем временем провести в беззаботном достатке медовый не месяц, но год (именно на столько, по расчетам Сюзи, хватит полученных ими на свадьбу подарков), переезжая с виллы на озере Комо в венецианское палаццо и так далее, ведь многочисленные друзья только рады их приютить. Но, как известно, гладко бывает...",2 900 тг,0,Азбука-Аттикус,2014 г.,9785389051423,320,Твердый,200 мм x 130 мм,365 г.,http://www.bookcity.kz/content/images/thumbs/5013719_1335647.jpeg
В поисках утраченного времени,Пруст М.,"Французский писатель Марсель Пруст, один из родоначальников литературного модернизма, соединял в своем творчестве настоящие и минувшие события в единую цельную картину. Изысканный и причудливый мир прустовской прозы воссоздает удивительный и непредсказуемый путь человека в глубины своей внутренней вселенной. Писатель заложил основу нового типа романа – романа «потока сознания». «По направлению к Свану» и «Под сенью девушек в цвету» из семитомной эпопеи «В поисках утраченного времени» — в одной книге.",6 000 тг,5,Эксмо,2017 г.,9785699936328,896,Твердый,220 мм x 150 мм,825 г.,http://www.bookcity.kz/content/images/thumbs/5097747_1435720.jpeg
В поисках утраченного времени. В 2 томах,Пруст М.,"Марсель Пруст (1871 - 1922) - знаменитый французский писатель, родоначальник современной Психологической прозы. Его семитомная эпопея ""В поисках утраченного времени"" стала одним из гениальнейших литературных опытов 20-го века. В первый том вошли три романа: ""В сторону Свана"", ""Под сенью девушек в цвету"" и ""Германт"".",17 600 тг,2,Альфа-книга,2009 г.,9785992204025,1247,Твердый,217 мм x 145 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5032375_1354987.jpeg
В поисках утраченного времени. В 7-и книгах,Пруст М.,"Монументальная семитомная эпопя Марселя Пруста ""В поисках утраченного времени"", которую сам автор сравнивал с готическим собором и которая прочно вошла в число признанных шедевров мировой литературы. Том 1. По направлению к Свану Том 2. Под сенью девушек в цвету Том 3. У Германтов Том 4. Содом и Гоморра Том 5. Пленница Том 6. Беглянка Том 7. Обретенное время",36 500 тг,2,Пальмира,2016 г.,9785521002467,1176,Мягкий,27 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5104824_1441242.jpeg
В списках не значился,Васильев Б.Л.,"Повесть о последнем героическом защитнике Брестской крепости — лейтенанте Плужникове. Путь, пройденный им и его сверстниками, — это путь формирования личного человеческого и национального достоинства, которое вынуждает врага отдавать честь мальчишке, заявляющему: «Я — русский солдат!»",4 000 тг,1,Вече,2018 г.,9785448404733,256,Твердый,200 мм x 130 мм,355 г.,http://www.bookcity.kz/content/images/thumbs/5124664_1457263.jpeg
В сторону Свана,Пруст М.,"Это первый роман известной эпопеи Марселя Пруста ""В поисках утраченного времени"". Откровенное раскрытие внутреннего мира героя, проникновение в подоплеку его сознания, словно он выворачивается перед нами наизнанку - вот что отличает это произведение мастера французской литературы. В книге воссоздаются воспоминания детства, мысли и переживания, а затем история любви преуспевающего светского господина Свана, избирающего объектом своих чувств девушку легкого поведения.",2 700 тг,4,Вече,2017 г.,9785444457283,512,Твердый,200 мм x 130 мм,520 г.,http://www.bookcity.kz/content/images/thumbs/5101787_1438335.jpeg
В сторону Сванна,Пруст М.,"Первый том самого знаменитого французского романа XX века вышел в свет сто лет назад - в ноябре 1913 года. Роман назывался ""В сторону Сванна"", и его автор Марсель Пруст тогда еще не подозревал, что его детище разрастется в цикл ""В поисках утраченного времени"", над которым писатель будет работать до последних часов своей жизни. Читателю предстоит оценить блистательный перевод Елены Баевской, который опровергает печально устоявшееся мнение о том, что Пруст - почтенный, интеллектуальный, но скучный автор.",4 500 тг,2,Азбука-Аттикус,2017 г.,978538906156901,480,Твердый,215 мм x 145 мм,555 г.,http://www.bookcity.kz/content/images/thumbs/5055640_1397870.jpeg
Валентина,Санд Ж.,"Роман «Валентина» французской писательницы, известной под псевдонимом Жорж Санд, в отличие от других произведений – «Консуэло» и «Индиана», обрел популярность у российского читателя не так давно, хотя впервые был переведен на русский язык еще в 1871 году. Это повествование о свободной, чистой, лишенной расчетов любви юной и состоятельной наследницы графского титула Валентины, отдавшей свое сердце простому бедному юноше Бенедикту. Ради любимого человека девушка готова порвать сословные связи и пойти на любые жертвы, ведь только рядом с ним она видит себя счастливой. Благодаря мастерству автора в изображении неподдельной чувственности и тонкому анализу переживаний героев этот, казалось бы, обычный сюжет большинства любовных историй покоряет с первых страниц.",2 300 тг,0,Комсомольская правда,2015 г.,4620016291870,320,Твердый,200 мм x 130 мм,305 г.,http://www.bookcity.kz/content/images/thumbs/5100263_1437017.jpeg
Васильев Б.Малое собрание сочинений,Васильев Б.Л.,"Более тридцати книг, созданных Борисом Васильевым и ставших основой более пятнадцати кинофильмов, навсегда останутся классикой русской литературы. Повести и романы Васильева давно включены в школьную программу, и не только в России, – такое признание мало кому из писателей выпадает при жизни. Настоящее издание объединяет лучшие, известнейшие произведения Бориса Васильева и представляет характерные особенности многогранной васильевской прозы: философские размышления, романтичность и нежность, иронию, прозорливость, мужество и бескомпромиссность в поисках истины.",3 100 тг,3,Азбука-Аттикус,2015 г.,978538909305803,640,Твердый,215 мм x 145 мм,670 г.,http://www.bookcity.kz/content/images/thumbs/5068048_1407764.jpeg
Введение в объективистскую эпистемологию,Рэнд А.,"Эта книга Айн Рэнд - изложение объективистской теории понятий. Айн Рэнд предложила чрезвычайно смелое и оригинальное решение проблемы универсалий, которое существенно повлияло на развитие современной философии. Яркий и страстный стиль изложения делает философскую книгу Айн Рэнд не менее интересной, чем иной бестселлер со стремительно развивающимся сюжетом. Блестяще аргументированная работа Айн Рэнд дополнена выдержками из ее необычных семинаров по объективистской эпистемологии. В них участвовали философы, физики, математики, которые задавали Айн Рэнд вопросы, касающиеся ее теории понятий. Нам предоставлена редкая возможность следить за логикой рассуждений автора в живой дискуссии, в стремительном вихре дебатов, ""слышать"" живой голос Айн Рэнд.",3 400 тг,0,АСТ,2012 г.,9785271427688,352,Твердый,200 мм x 130 мм,326 г.,http://www.bookcity.kz/content/images/thumbs/5023790_1345092.jpeg
Вдали от безумной толпы,Гарди Т.,"В романе ""Вдали от безумной толпы"" Гарди раскрывает великую и вечную драму отношений мужчины и женщины. В свое время яркая, непростая история любовного треугольника независимой и гордой Батшебы, унаследовавшей ферму в глуши Северной Англии, крестьянина Габриэля Оука и ""пришельца из городской цивилизации"" сержанта Троя стала настоящим литературным скандалом. Что интересно, роман Гарди по-прежнему считается скандальным и нарушающим ""основы основ"" уже нынешнего общества. Так как же удалось Гарди затронуть струны души читателей трех столетий?..",1 500 тг,3,АСТ,2017 г.,9785171056018,480,Мягкий,30 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5112771_1446115.jpeg
Вдали от обезумевшей толпы,Харди Т.,"Томас Харди - классик английской литературы, автор романов ""Возвращение на родину"" (1878), ""В краю лесов"" (1887), ""Тэсс из рода д'Эрбервиллей"" (1891) и др. ""Вдали от обезумевшей толпы"" (1874) - одно из лучших произведений писателя, где проявились самые сильные стороны его таланта: убедительное изображение духовной сущности людей, замечательные описания сцен английского быта. Добрая сельская Англия XIX века... Неторопливо течет жизнь на лоне природы. Герои молоды и красивы. Но скоро этой милой идиллии придет конец! Обворожительная красавица Батшеба Эвердин получает в наследство богатое поместье и упорно берется за хозяйственные дела, нанимая себе в помощники бывшего фермера Габриэля Оука. Этот человек любит ее и предан ей всей душой. Но гордая девушка считает его чересчур ""простым"". К тому же рядом так много поклонников! Может быть, стать женой зажиточного фермера-соседа Уильяма Болдвуда? Нет, слишком неромантично. Надо, чтобы сердце трепетало, как птица, чтобы закружил вихрь...",2 700 тг,0,БММ,2015 г.,9785883536815,416,Твердый,200 мм x 130 мм,335 г.,http://www.bookcity.kz/content/images/thumbs/5109732_1442401.jpeg
