Война и мир в терминах и определениях. Военно-технический словарь.,Рогозин Д.О.,"Основным содержанием словаря, подготовленного ведущими российскими учеными и экспертами, является военно-политическая, военно-дипломатическая и военно-техническая терминология. Словарь предназначен для высшего политического и военного руководства страны, является ""настольной книгой"" участников переговорных процессов в сфере международной безопасности и военного сотрудничества, а также представляет значительный интерес для широкого круга специалистов, работающих в сфере мировой и внутренней политики, национальной безопасности и военных наук.",3 800 тг,0,Вече,2016 г.,9785444455012,272,Твердый,240 мм x 170 мм,560 г.,http://www.bookcity.kz/content/images/thumbs/5111639_1445090.jpeg
Война и миф,Зыгарь М.В.,"Это расширенное и дополненное издание книги о войнах, революциях и переворотах, о страшном и смешном, о жизни и смерти. Но прежде всего эта книга о людях, которые оказываются вольными или невольными свидетелями и участниками кризисных и часто судьбоносных событий. Одним из таких свидетелей несколько лет подряд оказывался журналист Михаил Зыгарь. Он проник в узбекский город Андижан сразу после подавления произошедшего там мятежа. Побывал в Ираке и познакомился с жертвами идущей там войны. Но главное, куда бы ни попадал репортер Зыгарь, он всякий раз обнаруживал, что войны и рево люции – вовсе не то, чемони кажутся. А жизнь и смерть отдалены друг от друга всегона шаг или того мень ше, как, впрочем, и ужасное – от смешного, мир – от кризиса, а реальность – от мифа.",5 300 тг,5,АСТ,2017 г.,9785171023515,320,Твердый,215 мм x 145 мм,525 г.,http://www.bookcity.kz/content/images/thumbs/5112107_1444352.jpeg
Война на уничтожение. Что готовил Третий Рейх для России,Яковлев Е.Н.,"Слова, вынесенные в название книги - это не эмоциональное преувеличение автора. ""Война на уничтожение"" - так охарактеризовал будущую войну против СССР сам Адольф Гитлер. Попытка доказать, что фюрер готовил только разгром коммунизма, а народам России желал свободы и процветания, лукава и научно несостоятельна. Множество документов Третьего Рейха вполне ясно говорят о том, что нацисты стремились завоевать жизненное пространство за счет советских территорий, навсегда уничтожить российское государство в Европе и ослабить славянскую биологическую силу настолько, чтобы она уже никогда не могла оказать сопротивление германским народам. Аналитики нацистов даже заблаговременно высчитали, сколько советских граждан должны умереть для благоденствия Великой Германии. Выжившим они отводили роль невольников немецкого господина. Зловещие планы германских элит могли бы стать явью, если бы не беспримерное сопротивление народов Советского Союза.",3 800 тг,2,Питер,2018 г.,9785446103508,352,Твердый,200 мм x 130 мм,350 г.,http://www.bookcity.kz/content/images/thumbs/5120954_1453763.jpeg
Война народная. Великая Отечественная война 1941-1945,"Нерсесов Я.,  Волков В.","Изданием этой книги мы хотим почтить память всех погибших на фронтах Великой Отечественной войны, а также низко поклониться ветеранам. Подрастающее поколение узнает из этой книги о самой страшной войне за всю историю человечества.",4 100 тг,0,Белый город,2015 г.,9785779308786,48,Твердый,290 мм x 205 мм,316 г.,http://www.bookcity.kz/content/images/thumbs/5073981_1413259.jpeg
Война. Чужими руками,Стариков Н.В.,"""Война. Чужими руками"" - новая книга известного публициста, общественного и политического деятеля Николая Старикова, автора бестселлеров ""Национализация рубля"", ""Геополитика. Как это делается"", ""Власть"" и др, Что такое война? Достижение политических целей иными методами. А если их достигать ""чужими руками""? Если использовать другие государства и целые народы, манипулируя и направляя их в своих интересах? В книге ""Война. Чужими руками"" исследуется история создания и использования ""чужих рук"" в мировой политике. Прочитав ее, вы узнаете: - Как США самопровозгласились, и откуда взялись техасские сепаратисты - ""герои Аламо"" - Как Лондон и Париж привели к власти Гитлера и как Польшу сделали его союзником - Для чего Запад разжег мятеж в Будапеште в 1956 году - Почему Сталин был убежден, что Германия не нападет на СССР, и почему Гитлер напал - Как ""союзники"" во время Второй мировой войны помогали нам так, чтобы помощь не дошла. Страшная история каравана PQ-17 и...",1 500 тг,5,Эксмо,2017 г.,9785699980758,352,Мягкий,200 мм x 130 мм,340 г.,http://www.bookcity.kz/content/images/thumbs/5112692_1440662.jpeg
Войны прошлого и будущего,Прокопенко И.С.,"Книга известного тележурналиста Игоря Прокопенко посвящена интригующим событиям военной истории. Это и неизвестные страницы Второй мировой войны, раскрывающие шокирующую правду о боевых действиях и тайных операциях, рассказ о горячих сражениях ""холодной войны"", очерки о подвигах спецназа и основанные на фактах прогнозы - какова будет армия будущего и что будет представлять собой оружие XXI века.Дети-партизаны - как сложилась их судьба во время войны и после? Может ли еда и климат быть супероружием новейшего времени? Куда подевалось награбленное сокровище Третьего рейха? Кто такие ""морские дьяволы""? Что представляет собой оружие для бесконтактного боя?Война - это кровь, ужас и горе. Чтобы это не повторилось, нужно знать и помнить ее историю. Особенно ту, которая до сегодняшнего дня была засекречена.",8 600 тг,0,Эксмо,2017 г.,9785699987276,436,Твердый,290 мм x 205 мм,920 г.,http://www.bookcity.kz/content/images/thumbs/5110025_1443880.jpeg
Войны распавшейся империи. От Горбачева до Путина,Ротарь И.В.,"?Эта книга - свидетельство очевидца всех вооруженных конфликтов на территории бывшего СССР со времен Горбачева до настоящего времени. Автор также включил в книгу главы об Афганистане, Синьцзян-Уйгурском автономном районе Китая, войнах в бывшей Югославии и свои американские впечатления. Все эти главы содержат параллели с тем, что происходило в бывших советских республиках, и также основаны на личном опыте. По яркости впечатлений, широте охвата - временного и географического, точности характеристик и достоверности фактов - что само по себе уникально.",3 600 тг,5,Эксмо,2018 г.,9785040950102,352,Твердый,200 мм x 130 мм,345 г.,http://www.bookcity.kz/content/images/thumbs/5120154_1452966.jpeg
Волчий блокнот.,Вильк М.,"В поисках истины и смысла собственной жизни Мариуш Вильк не один год прожил на Соловках, итогом чего и стала книга ""Волчий блокнот""- подробнейший рассказ о Соловецком архипелаге и одновременно о России, стране, ставшей для поляков мифологизированной ""империей зла"". Заметки ""по горячим следам"" переплетаются в повествовании с историческими и культурологическими экскурсами и размышлениями.Живыми, глубоко пережитыми впечатлениями обрастают уже сложившиеся и имеющие богатую традицию стереотипы восприятия поляками России. Через детали - цвета, запахи, звуки - поступают судьбы людей, островов, страны в целом.",2 000 тг,4,Лениздат,9785867934392,Мягкий,10 мм,252 г.,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5019743_1340568.jpeg
"Волшебники, богохульники, еретики в сетях российского сыска XVIII века",Смилянская Е.,"Книга профессора Елены Смилянской написана на уникальном материале, в основе которого лежат почти 600 судебно-следственных дел, возбужденных в России в 1700-1801 годах по обвинениям в колдовстве, богохульстве, кощунстве и религиозном вольнодумстве. Тут и магические практики, совмещенные с верой в спасение во Христе, и ""сумасбродное волшебство"", и ""знатье с бесами"", и ворожба, и целительство, и любовные зелья, и откровенное богохульство, и поругание святынь, и ""непотребное"" сочинительство, и еретические искания русских вольнодумцев. Обнаруженные в фондах Синода, Преображенского и Сыскного приказов, Тайной канцелярии и Тайной экспедиции, а также в ряде областных архивов, эти дела бросают весьма неожиданный отсвет на XVIII столетие, когда все, что не соответствовало высочайшему пониманию ""разумной веры"", называлось ""суеверием"", ""фанатизмом"" и ""энтузиазмом"".Елена Смилянская - доктор исторических наук, профессор Национального исследовательского университета ""Высшая школа экономики"".",5 200 тг,0,ЛомоносовЪ,2016 г.,9785916783261,384,Твердый,215 мм x 145 мм,555 г.,http://www.bookcity.kz/content/images/thumbs/5120989_1453798.jpeg
Вольное царство. Государь всея Руси,"Язвицкий В.И., Акунин Б.","Библиотека проекта ""История Российского Государства"" - это рекомендованные Борисом Акуниным лучшие памятники мировой литературы, в которых отражена биография нашей страны, от самых ее истоков. Иван III - дед знаменитого Ивана Грозного. Этот незаурядный политический деятель, который сделал значительно больше важных политических преобразований, чем его знаменитый внук, всё же был незаслуженно забыт своими потомками. Книга В.Язвицкого представляет нам государя Ивана III во всём блеске его политической славы. Роман ""Иван III - государь всея Руси"" освещает важнейшие события в формировании русского государства свержение татаро-монгольского ига, собирание русских земель, преодоление княжеских распрей. Это произошло в результате внутренней политики воссоединения древнерусских княжеских городов Ярославля, Новгорода, Твери, Вятки и др. Одновременно с укреплением Руси изнутри возрастал ее международный авторитет на Западе и на Востоке. В данный том вошли книга четвертая...",3 800 тг,4,АСТ,2015 г.,9785170927432,832,Твердый,200 мм x 130 мм,670 г.,http://www.bookcity.kz/content/images/thumbs/5080127_1418990.jpeg
Вопрос вопросов: почему не стало Советского Союза?,Коэн С.,"Видный американский исследователь советской истории и современной политики размышляет над ""вопросом века"" - можно ли было реформировать советскую систему и сохранить Советский Союз?",4 100 тг,0,АИРО-ХХI,2011 г.,9785910221622,216,Твердый,215 мм x 145 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5017248_1341297.jpeg
Вопросы борьбы в русской истории. Логика намерений и логика обстоятельств,Фурсов А.И.,"Новая книга Андрея Фурсова посвящена проблемам борьбы в русской истории. Автор рассматривает различные аспекты и периоды этого противостояния от Смуты начала XVII века до наших дней.Среди проблем, над которыми размышляет А.И.Фурсов, - не только общая логика истории России, но и Смута и коллективизация, опричнина и перестройка. Прогноз, который дает автор на ближайшие годы: Запад попытается в очередной раз преодолеть надвигающийся кризис за счет нашей страны и постарается использовать нарастающие системные проблемы РФ. И уж если суждено разыграться Большой Охоте, то нужно превратить охотника в мишень. При этом нужно помнить, что необходимое условие победы в борьбе - решение наших внутренних проблем.И в свете этого книга, которую Вы держите в руках, - не только исследование о борьбе, но и оружие для борьбы - против фальсификации русской истории и против ее фальсификаторов, за будущее Великой России.",4 200 тг,5,Книжный мир,2016 г.,9785804108718,320,Твердый,200 мм x 130 мм,375 г.,http://www.bookcity.kz/content/images/thumbs/5128603_1461071.jpeg
Воспоминания о войне,Никулин Н.Н.,"Пролежав в столе автора более 30 лет, рукопись книги, которую Вы держите в руках, не предназначалась для печати. В попытке освободиться от гнетущих воспоминаний, рядовой солдат записал поражающий своей натуралистичностью рассказ о жестоком окопном быте. Правдивость, с которой автор изложил шокирующую правду о бессмысленности, бесчеловечности войны поразила до глубины души тысячи читателей.",3 300 тг,2,АСТ,2017 г.,9785171009687,352,Твердый,30 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5128149_1460632.jpeg
Воспоминания о войне 1877-1878 гг.,Салиас де Турнемир Е.В.,"Графиня Елизавета Васильевна Салиас де Турнемир (псевдоним Евгения Тур) - известная русская писательница, фигура неординарная, в чем-то даже скандальная, активная сторонница движения за права женщин, ""русская Жорж Санд"", как называли ее современники. Она была родной сестрой знаменитого драматурга А. В. Сухово-Кобылина. Впервые публикуемые мемуары Е. В. Салиас де Турнемир посвящены одному из самых значительных событий XIX в. - русско-турецкой войне 1877-1878 гг. и были написаны в 1880 г., спустя два года после того, как отгремели последние залпы этой войны. ""Воспоминания"" имели конкретного адресата - внуков Салиас от дочери Марии и зятя - генерала И. В. Гурко, героя минувшей кампании.",1 500 тг,0,Фолио,2012 г.,9789660359284,159,165 мм x 130 мм,5 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5047369_1369591.jpeg
Воспоминания. В мраморном дворце,Гавриил К.Р.,"""Перед обедом снова приходил скороход и приглашал меня от имени их величеств к обеду. Обедали в будуаре Императрицы. Бедная Государыня обыкновенно плохо себя чувствовала и обедала полулежа. Она бывала очень красиво одета в вечерний халат с кружевами и в чудесных жемчугах. За обедом присутствовали и великие княжны, в зависимости от их возраста. Наследник в первые годы моих дежурств обедал у себя в детской и затем приходил вниз, к Императрице, в голубом халатике. Он был очень мил и красив.",1 400 тг,0,Захаров,2005 г.,9785815904408,384,Твердый,200 мм x 130 мм,434 г.,http://www.bookcity.kz/content/images/thumbs/5011882_1333749.jpeg
Восток - Запад - Россия: процесс культурного взаимодействия: монография. Успенская Н.А.,Успенская Н.А.,"Проблема культурного взаимодействия Востока, Запада и России имеет исключительное значение для понимания культурного процесса как целого. Насколько важны и глобальны эти различия и чем они обусловлены? Как обстоит дело с морально-этическими и духовными ценностями двух обществ и правомерен ли лозунг о войне христианской и мусульманской цивилизаций?",4 300 тг,0,МГИМО-Университет,2011 г.,9785922807203,124,Мягкий,200 мм x 145 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5023539_1345432.jpeg
"Вояж Екатерины II, или Влюбленный поручик",Молева Н.М.,"Ни об одном из художников VIII века не известно так мало, как о Боровиковском. Даже место его рождения - Миргород - вызывает много вопросов.   Еще больше вопросов задает его появление в Петербурге, при дворе императрицы Екатерины II.",1 500 тг,3,АСТ,2010 г.,9785271217937,320,Твердый,206 мм x 136 мм,343 г.,http://www.bookcity.kz/content/images/thumbs/5018517_1339575.jpeg
"Вперед, к победе! Русский успех в ретроспективе и перспективе",Фурсов А.И.,"Геополитические прогнозы А.И.Фурсова на удивление точно отражают ход истории и дают представление о наиболее вероятных версиях будущего России и всего человечества. В третьем издании книги академик Фурсов предлагает читателю свой анализ русской истории с момента падения власти Золотой Орды и до украинского кризиса и Сирийской войны - с возможными перспективами и вариантами развития.Как устроена российская власть в своей глубинной основе? В чём проявляется «опричный принцип русской истории»? Что такое ""демонархия"" - власть демона или монархия демоса? Что общего между Иваном Грозным, Петром I и Сталиным? Почему ""оттепель"", ""застой"" и ""смута"" у нас бывают почти каждый век? Насколько закономерным было появление Гайдара и Чубайса в недрах советского строя? На каком этапе цикла русской истории находимся мы сегодня, и где окажемся завтра? Каковы истинные цели ""десталинизации"", объявленной в нашей стране? Почему российская элита презирает народ? Куда ведут мир Хозяева Игры и зачем завозят в Европу мигрантов?",8 000 тг,1,Книжный мир,2019 г.,9785604149652,576,Твердый,200 мм x 130 мм,600 г.,http://www.bookcity.kz/content/images/thumbs/5121773_1454534.jpeg
"Врачи двора Его Императорского Величества, или Как лечили царскую семью. Повседневная жизнь Российского императорского двора",Зимин И.В.,"Доктор исторических наук, профессор Игорь Викторович Зимин представляет очередную книгу из серии ""Повседневная жизнь Российского императорского двора"". Стремясь к всесторонности в своем исследовании, автор пытается осмыслить не только чисто врачебные аспекты, но и связь состояния здоровья монархов с историческим процессом. В части медицины Игорь Зимин привлек в качестве экспертов ведущих специалистов, поэтому перед читателями предстанет не просто житейское описание хворей и их пользования, но и взвешенная оценка того или иного случая с точки зрения современной науки.",12 900 тг,3,Центрполиграф,2016 г.,9785227068798,896,Твердый,215 мм x 145 мм,85 г.,http://www.bookcity.kz/content/images/thumbs/5096548_1434544.jpeg
Время - деньги!,Франклин Б.,"Дейл Карнеги сказал: ""Если вы хотите получить превосходные советы о том, как обращаться с людьми, управлять самим собой и совершенствовать свои личные качества, прочтите автобиографию Бенджамина Франклина - одну из самых увлекательных историй жизни"". Бенджамин Франклин - политический деятель, дипломат, ученый, изобретатель, журналист, издатель и масон. Один из лидеров войны за независимость США. Первый американец, ставший иностранным членом Российской академии наук.Его биография находится в лидерах скачивания в Интернете во всем мире и будет интересна тем, кто ищет новые идеи, интересуется историей и не стоит на месте. В книгу вошли знаменитые ""Советы молодому торговцу"".",2 800 тг,5,АСТ,2014 г.,9785170790203,320,Твердый,207 мм x 137 мм,325 г.,http://www.bookcity.kz/content/images/thumbs/5025440_1347289.jpeg
Время - деньги!,Франклин Б.,"История Бенджамина Франклина – это одна из самых увлекательных историй жизни человека, который всего в своей жизни добился сам, прошел путь от недоучки до знаменитого публициста и ученого. Его портрет исполнен на стодолларовой банкноте США. Бенджамин Франклин (17 января 1706 – 17 апреля 1790) – политический деятель, дипломат, учёный, изобретатель, журналист, издатель и масон. Один из лидеров войны за независимость США. Первый американец, ставший иностранным членом Российской академии наук. Его биография находится в лидерах скачивания в Интернете по всем мире и будет интересна тем, кто ищет новые идеи, интересуется историей и не стоит на месте. В книгу вошли знаменитые «Советы молодому торговцу».",1 600 тг,5,АСТ,2019 г.,9785171143411,Мягкий,28 мм,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5129091_1461553.jpeg
Время - деньги. Автобиография,Франклин Б.,"Его лицо знакомо всем — его портрет растиражирован несчетное количество раз на главной денежной купюре США. его афоризм ""Время — деньги"" знают даже те, кто ничего не знает. его произведения давно стали классикой и пользуются неизменным интересом у тех, кто стремится к успеху. Представляем вам одного из самых замечательных умов человечества, государственного и общественного деятеля, дипломата, ученого, изобретателя, писателя, философа, бизнесмена — Бенджамина Франклина (1706—1790). Бенджамин Франклин — один из отцов-основателей США и единственный из них, чья подпись стоит под Декларацией независимости, Версальским мирным договором и Конституцией — тремя документами, определившими ход истории не только Соединенных Штатов, но и всего мира. А еще Франклин изобрел громоотвод, кресло-качалку, печку-буржуйку, кухонную плиту, придумал летнее время, создал множество других замечательных вещей и написал умные, ироничные и очень полезные книги.",1 500 тг,5,Эксмо,2019 г.,9785041025175,Мягкий,10 мм,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5132055_1464414.jpeg
Время Березовского,Авен П.,"Для очень многих людей символом 90-х была фигура Бориса Абрамовича Березовского. Почему именно он воплотил в себе важные черты своего времени - времени становления второго российского капитализма? Этот вопрос автор книги, Петр Авен, обсуждает с двумя десятками людей, хорошо знавших Березовского в разные периоды его жизни. Среди собеседников автора - Валентин Юмашев и Александр Волошин, Михаил Фридман и Анатолий Чубайс, Сергей Доренко и Владимир Познер. Ноябрь/декабрь-2017 - премьера документального веб-сериала ""Березовский""(автор сценария и режиссер - Андрей Лошак, продюсеры - Алексей Голубовский, Евгений Гиндилис, Сергей Карпов)Об авторе:Петр Авен (род. 1955) - российский государственный деятель, предприниматель. Выпускник МГУ, кандидата экономических наук.В 1991-1992 годах - замминистра иностранных дел РСФСР, затем председатель Комитета внешнеэкономических связей РСФСР - первый заместитель министра иностранных дел РСФСР, министр внешних экономических связей РФ в правительстве Гайдара и представитель президента Ельцина по связям с G7.С 1994 по 2011 год был президентом Альфа-Банка, а с июня 2011-го - председатель совета директоров Банковской группы Альфа-Банк председателем совета директоров ОАО ""АльфаСтрахование"".В  2008 году Петр и Елена Авен создали благотворительный фонд ""Поколение"". Меценат, член совета попечителей Государственного музея изобразительных искусств имени А.С.Пушкина.Теги:Березовский, 90-е, бизнес, политика, экономика, власть, Авен",9 100 тг,5,АСТ,2017 г.,9785171047917,816,Твердый,240 мм x 170 мм,995 г.,http://www.bookcity.kz/content/images/thumbs/5115280_1448272.jpeg
Время умирать,Потапов А.В.,"В книге сделана попытка ""осветить"" загадочные обстоятельства смерти великих и известных людей: представлены интересные и малоизвестные факты, касающиеся их биографий, личной жизни, а также особенностей характеров. Изложены истории жизни не только императоров, руководителей государств, но и знаменитых писателей, композиторов, певцов, политических деятелей, авантюристов, звезд мирового спорта. Книга строго документирована. В ее основе - письма, дневники, воспоминания и архивные бумаги. Книга рассчитана на самый широкий круг читателей.",1 600 тг,0,Нева,2006 г.,9785765446737,292,200 мм x 130 мм,15 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5009113_1329406.jpeg
Все загадки истории,Радзинский Э.С.,"Новая книга серии «Библиотека «Абсолют»! Лучшие исследования знаменитого историка Эдварда Радзинского под одной обложкой Смелые версии, оригинальные трактовки исторических событий  Подарочное издание",7 300 тг,0,АСТ,2018 г.,9785171095062,576,Твердый,240 мм x 170 мм,745 г.,http://www.bookcity.kz/content/images/thumbs/5124772_1457376.jpeg
Все о моей мафии,Метлина Н.,"Известный тележурналист, автор популярной передачи Специальное расследование, признанный мастер расследований Наталия Метлина изобличает мафию в модельном и цветочном бизнесе, книжном и билетном, в пластической хирургии и золотодобыче. Книга продолжает тему коррупции чиновничества и неправедных способов обогащения, раскрывая тайные пружины криминальных механизмов в политике и экономике.",2 600 тг,0,Альпина Паблишер,2010 г.,9785916710496,272,Твердый,130 мм x 200 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5046965_1369040.jpeg
Все о танках,Каторин Ю.Ф.,"В книге дано подробное историко-техническое описание танков от зарождения их идеи до перспективных моделей XXI века, изложенное в хронологическом порядке. Кроме того, в ней дается анализ направлений, по которым шло становление танкостроения, взглядов военных теоретиков на использование танков, приводятся многочисленные примеры их боевого применения. Текст проиллюстрирован большим количеством рисунков.  Издание предназначено для широкого круга читателей, интересующихся историей военной техники.",7 100 тг,2,АСТ,2014 г.,9785170861484,624,Твердый,240 мм x 170 мм,1085 г.,http://www.bookcity.kz/content/images/thumbs/5128364_1460847.jpeg
Все о танке Т-34: непобедимом и легендарном,Барятинский М.Б.,"Первое же столкновение летом 1941 года с советским танком Т-34 вызвало у немецких танкистов и командования Панцерваффе настоящий шок – ""тридцатьчетверки"" настолько превосходили германскую технику по бронированию, подвижности и огневой мощи, что противостоять им в открытом бою представлялось немыслимым, и немецкие экипажи получили приказ по возможности уклоняться от поединков с советским wunderwaffe (""чудо-оружием""). Непрерывно совершенствуясь, Т-34 выпускался на протяжении всей войны, став основным танком Красной Армии и главным символом Великой Победы. В чем заключался секрет популярности ""тридцатьчетверки"" и благодаря каким качествам она заслужила славу самого лучшего танка в мире?

Эксклюзивные архивные материалы и новейшие компьютерные модели, позволяющие рассмотреть танк во всех проекциях и мельчайших деталях. Исчерпывающе полная информация об особенностях, устройстве и боевом применении Т-34, анализ его сильных и слабых сторон, поражений и побед. рассказ о тех, кто воевал, умирал и побеждал на этой героической боевой машине.",8 000 тг,2,Эксмо,2018 г.,9785040992836,Твердый,10 мм,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5126450_1458990.jpeg
Все об авиации. Большая энциклопедия,Неизвестно,"Современная авиация - одна из самых высокотехнологичных отраслей промышленности XXI века. Не так давно крупнейшие державы мира похвастались выпуском истребителей пятого поколения. Американцы гордятся своими F-22 и F-35, но новый российский Т-50 - реальная угроза заокеанским соперникам, удачно сочетающая в себе превосходные летные качества, уникальные средства обнаружения противника и малозаметность. Будущее мировой авиации отдается беспилотным аппаратам - они позволяют выполнять маневры с перегрузкой, превышающей физические возможности человека, а также увеличить продолжительность и дальность полетов.  В этой книге собрана информация обо всех основных моделях современных военных самолетов и вертолетов, состоящих на вооружении у армий мира, а также о новейших разработках машин, которые увидят свет лишь в следующих десятилетиях.  Также здесь рассказывается и о предшественниках нынешней авиации, участвовавших в мировых войнах и в ""холодном"" противостоянии крупнейших держав, давших мощнейшие толчки в развитии летной техники.  В отдельном разделе описываются необычные образцы летательных аппаратов, которые по своим характеристикам, размерам или способам применения далеко выходят за рамки серийных видов авиационной техники. Обычно они предаются забвению или попадают в анналы истории только как забавные парадоксы, но идеи, положенные в их основу, могут положить начало совершенно новому виду сокрушительного оружия.  Издание предназначено для широкого круга любителей авиации.",6 800 тг,0,АСТ,2015 г.,9785170911752,640,Твердый,240 мм x 170 мм,1090 г.,http://www.bookcity.kz/content/images/thumbs/5128365_1460848.jpeg
Всем нам завещана Россия,Гумилев Л.Н.,"В книгу, посвященную 100-летию со дня рождения Л. Н. Гумилева, включены его статьи, интервью, стихи и пьесы, объединенные сквозной темой истории России и роли православия в обретении ею уникальной исторической судьбы. В сборник вошли последние произведения ученого-патриота, раскрывающие его взгляды на будущее России, которое он видел в объединении творческих усилий всех народов, живущих на Евразийском пространстве. Поэзия Льва Гумилева является отражением его личной биографии, неотделимой от драматичной истории России XX столетия. Сын Серебряного века эзоповым языком описал советское «средневековье», в котором Россия почиет как сказочная «спящая царевна», а на фоне декораций бывшей имперской столицы разыгрывается трагический карнавал, в котором под масками политиков, чекистов, художников и философов скрываются зловещие фигуры мистиков-оккультистов 1930-х годов. В силу идеологических причин автор вынужден был прибегать к аллюзиям и реминисценциям, которые не всегда понятны современному читателю. .",4 100 тг,3,Айрис-Пресс,2015 г.,9785811255146,576,Твердый,200 мм x 130 мм,540 г.,http://www.bookcity.kz/content/images/thumbs/5075014_1408158.jpeg
